0,1,2,3
427639400002,CALCOLO,An inexact Newton method for solving complementarity problems in hydrodynamic lubrication,"We present an iterative procedure based on a damped inexact Newton iteration for solving linear complementarity problems. We introduce the method in the framework of a popular problem arising in mechanical engineering: the analysis of cavitation in lubricated contacts. In this context, we show how the perturbation and the damping parameter are chosen in our method and we prove the global convergence of the entire procedure. A Fortran implementation of the method is finally analyzed. First, we validate the procedure and analyze all its components, performing also a comparison with a recently proposed technique based on the Fischer-Burmeister-Newton iteration. Then, we solve a 2D problem and provide some insights on an efficient implementation of the method exploiting routines of the Lapack and of the PETSc packages for the solution of inner linear systems."
435933100046,CHEMISTRYSELECT,Effects of Structural Modification on the Photoelectrical Properties of the D-A-pi-A-Type Dyes in DSSCs: A Computational Investigation,"The structure-activity relationships of the three D-A-pi-A type dyes (LC6, LC7 and LC8) were investigated via density functional theory (DFT) and time-dependent DFT methods. The results indicate the substitution of thiophene with benzene ring as spacer has intensified the distortion in the structure of LC8, which will ease the aggregation of dye on the photocathode. The greatest shift of the conduction band of TiO2, driving force of electron injection, excited state lifetime and lowest lateral intermolecular charge transfer rate of LC8 leads to the prominent photoelectrical properties among the three dyes. In addition, three novel dyes (LC81, LC82 and LC83) were designed via introducing a -CN group into the structure of LC8. The obtained results imply that the designed dye LC81 would exhibit the outstanding photoelectrical characteristics among LC8 and its derivatives, owing to its lowest energy gap, chemical hardness, and the greatest polarizability, total first hyperpolarizability, electrophilicity and electroaccepting power, which can provide a theory evidence for the experimental synthesis of dyes with better efficiency."
419091600001,ONCOTARGETS AND THERAPY,ERCC1 rs3212986 A/C polymorphism is not associated with chemotherapy treatment outcomes in gastric cancer patients: evidence from 11 publications in Chinese populations,"Background: A number of studies have investigated the roles of excision repair cross-complementation group 1 (ERCC1) gene rs3212986 polymorphisms as potential biomarkers in gastric cancer (GC). However, the results were inconsistent. Here, we performed a metaanalysis to explore ERCC1 rs3212986 polymorphisms in the chemotherapy response and clinical outcome of GC. Methods: PubMed, Embase, and Web of Science were searched up to July 28, 2017, for studies on the association between ERCC1 rs3212986 A/C polymorphisms and response to chemotherapy as well as overall survival time of GC. A fixed-effect or random-effect model was used to calculate the pooled odds ratios (ORs) based on the results from the heterogeneity tests. Results: The result revealed that there was no significant association between the ERCC1 rs3212986 A/C polymorphism and response to chemotherapy in GC under comparison models (AA + CA versus CC, OR 0.95, P= 0.80, AA versus CA, OR 0.85, P= 0.55, AA versus CC, OR 0.74, P= 0.47). Further identification suggested that ERCC1 rs3212986 A/C polymorphisms were not linked with the overall survival of GC (AA + CA versus CC, OR 1.09, P= 0.52, AA versus CA, OR 1.05, P= 0.85, AA versus CC, OR 1.43, P= 0.23). Conclusion: Our meta-analysis indicated that the ERCC1 rs3212986 A/C polymorphism was not associated with response to chemotherapy or overall survival time in GC. Well-designed studies with larger sample sizes and more ethnic groups should be performed to further validate our results."
440778600101,PLOS ONE,MALDI-TOF analysis of blood serum proteome can predict the presence of monoclonal gammopathy of undetermined significance,"Monoclonal gammopathy of undetermined significance (MGUS) is a plasma cell dyscrasia that can progress to malignant multiple myeloma (MM). Specific molecular biomarkers to classify the MGUS status and discriminate the initial asymptomatic phase of MM have not been identified. We examined the serum peptidome profile of MGUS patients and healthy volunteers using MALDI-TOF mass spectrometry and developed a predictive model for classifying serum samples. The predictive model was built using a support vector machine (SVM) supervised learning method tuned by applying a 20-fold cross-validation scheme. Predicting class labels in a blinded test set containing randomly selected MGUS and healthy control serum samples validated the model. The generalization performance of the predictive model was evaluated by a double cross-validation method that showed 88% average model accuracy, 89% average sensitivity and 86% average specificity. Our model, which classifies unknown serum samples as belonging to either MGUS patients or healthy individuals, can be applied to clinical diagnosis."
455083600011,NUTRICION HOSPITALARIA,"Frailty in older adults with type 2 diabetes mellitus and its relation with glucemic control, lipid profile, blood pressure, balance, disability grade and nutritional status","Introduction: frailty identifies a subgroup of people with higher risk of morbidity and mortality. Aims: our first aim was to determine the prevalence of frailty in older adults with type 2 diabetes mellitus; our second aim was to establish which factors are associated with frailty in these patients. Material and methods: cross-sectional study in non-institutionalized people (288 patients), over 65 years of age, and diagnosed with diabetes mellitus type 2. Frailty was defined according to Freid's criteria. The following variables were assessed: blood pressure, glycosylated hemoglobin, total cholesterol, HDL and LDL cholesterol, triglycerides, Lawton and Brody index, balance through unipodal support, and nutritional status by using the Mini Nutritional Assessment questionnaire. Results: the prevalence of frailty syndrome was 14.6%. The frailty group showed lower systolic blood pressure (p < 0.001), higher triglycerides levels (p = 0.007), and lower Lawton and Brody values (p < 0.001) than the non-frailty one; moreover, lower monopodal balance was observed with higher frailty levels (r = -0.306, p < 0.001). None frailty-subject was able to perform five seconds or more in balance (r = -0.343, p < 0.001). Moreover, higher frailty was related with poorer Mini Nutritional Assessment results (p = 0.013). Conclusion: the prevalence of frailty syndrome in patients with diabetes was higher compared with those in general population over 65 years of age. Frailty was related to lower systolic blood pressure, higher triglycerides concentrations, poorer nutritional status, and lower independency to perform instrumental activities of daily living and poorer balance."
444724300005,PHYSICAL REVIEW A,Implementing Majorana fermions in a cold-atom honeycomb lattice with textured pairings,"Recent studies in the realization of Majorana fermion (MF) quasiparticles have focused on engineering topological superconductivity that derives from proximity effects of conventional superconductors and spin textures. We propose an effective model to create unpaired MFs at a honeycomb lattice edge by generalizing a two-dimensional topologically nontrivial Haldane model and introducing textured pairings. The core idea is to add both the spin-singlet and textured spin-triplet pairings to a pseudospin-state-dependent, time-reversal-symmetry (TRS) noninvariant honeycomb lattice, and to satisfy generalized ""sweet spot"" conditions as in the Kitaev chain model. Our model has a gapped superconducting phase and a gapless phase; either phase may have zero or nonzero topological winding numbers. The discriminant that distinguishes those two phases gives a measure of TRS breaking and may have more general implications. Effective Majorana zero modes arise at edges in distinct phases with different degrees of degeneracy. Our theoretical model motivates concepts, such as ""textured pairings"" and the ""strength"" of TRS breaking, that may play important roles in future implementation of MFs with cold atoms in optical lattices."
432766000013,INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,Passive sentence comprehension difficulties and its related factors in children with cochlear implants,"Objectives: The purposes of this study were to investigate which syntactic structures, from active and passive sentences, sensitively differentiate children with cochlear implants (CIs) from children with normal hearing, (NH), to explore the correlations among working memory (WM) and other factors for each group, and to examine predictors of the active and passive sentence scores for both groups. Methods: Twenty deaf children with CIs and 20 children with NH, aged 8-14 years, were included in this study. Sentence comprehension skills were measured using the picture-pointing comprehension task, which consisted of active and passive sentences. The WM capacity was tested by the digit forward, digit backward, word forward, and word backward span tasks. Results: Passive sentence type was a significant predictor to differentiate between the two groups (p < .05). In the CI group, passive sentence scores were significantly correlated with age, duration of an implant use, receptive vocabulary scores, and WM scores (all p values < .05). In the stepwise regression analysis, WM capacity, was a significant factor in predicting the passive sentence scores of children with CIs (p < .05). Conclusion: Passive sentence type was a significant factor in distinguishing the CI group from the NH group. The WM capacity was an important predictor accounting for individual differences in processing complex sentence types for children with CIs. The results indicate that a complex syntactic form may serve as a clinically critical index in detecting higher-level cognitive and linguistic processing difficulties in good performers after implantation."
439579600040,TURKISH JOURNAL OF MATHEMATICS,Regular D-classes of the semigroup of n x n tropical matrices,"In this paper we give the characterizations of Green's relations R, L, and D on the set of matrices with entries in a tropical semiring. An m x n tropical matrix A is called regular if there exists an n x m tropical matrix X satisfying AXA = A. Furthermore, we study the regular D-classes of the semigroup of all n x n tropical matrices under multiplication and give a partition of a nonsingular regular D-class."
430767400009,JOURNAL OF SUPERCRITICAL FLUIDS,"Functionalization of polypropylene, polyamide and cellulose acetate materials with pyrethrum extract as a natural repellent in supercritical carbon dioxide","This study discusses the possibility of supercritical solvent impregnation of polypropylene and polyamide fabrics as well as cellulose acetate in the form of beads and films with pyrethrum extract in order to fabricate functionalized materials with repellent properties. Impregnation experiments were performed at temperature of 40 degrees C and pressures of 10 and 20 MPa in supercritical carbon dioxide. The time of impregnation was varied from 0.5 to 18 h. Loadings of pyrethrum extract into polypropylene fabrics and cellulose acetate films higher than 30% were attainable at 10 MPa. In the case of polyamide fabrics and cellulose acetate beads, the pressure of 20 MPa was needed for obtaining the loadings higher than 11%. Pyrethrum extract release study revealed different capabilities of the tested materials for the repellent release, implying a variety of their possible applications. The impregnated solids were characterized by SEM, DSC, FTIR, Mercury intrusion porosimetry analyses and HPLC analyses."
433555900001,FRONTIERS IN MICROBIOLOGY,Dysbiosis and Ecotypes of the Salivary Microbiome Associated With Inflammatory Bowel Diseases and the Assistance in Diagnosis of Diseases Using Oral Bacterial Profiles,"Inflammatory bowel diseases (IBDs) are chronic, idiopathic, relapsing disorders of unclear etiology affecting millions of people worldwide. Aberrant interactions between the human microbiota and immune system in genetically susceptible populations underlie IBD pathogenesis. Despite extensive studies examining the involvement of the gut microbiota in IBD using culture-independent techniques, information is lacking regarding other human microbiome components relevant to IBD. Since accumulated knowledge has underscored the role of the oral microbiota in various systemic diseases, we hypothesized that dissonant oral microbial structure, composition, and function, and different community ecotypes are associated with IBD; and we explored potentially available oral indicators for predicting diseases. We examined the 16S rRNA V3-V4 region of salivary bacterial DNA from 54 ulcerative colitis (UC), 13 Crohn's disease (CD), and 25 healthy individuals using Illumina sequencing. Distinctive sample clusters were driven by disease or health based on principal coordinate analysis (PCoA) of both the Operational Taxonomic Unit profile and Kyoto Encyclopedia of Genes and Genomes pathways. Comparisons of taxa abundances revealed enrichment of Streptococcaceae (Streptococcus) and Enterobacteriaceae in UC and Veillonellaceae (Veillonella) in CD, accompanied by depletion of Lachnospiraceae and [Prevotella] in UC and Neisseriaceae (Neisseria) and Haemophilus in CD, most of which have been demonstrated to exhibit the same variation tendencies in the gut of IBD patients. IBD-related oral microorganisms were associated with white blood cells, reduced basic metabolic processes, and increased biosynthesis and transport of substances facilitating oxidative stress and virulence. Furthermore, UC and CD communities showed robust sub-ecotypes that were not demographic or severity-specific, suggesting their value for future applications in precision medicine. Additionally, indicator species analysis revealed several genera indicative of UC and CD, which were confirmed in a longitudinal cohort. Collectively, this study demonstrates evident salivary dysbiosis and different ecotypes in IBD communities and provides an option for identifying at-risk populations, not only enhancing our understanding of the IBD microbiome apart from the gut but also offering a clinically useful strategy to track IBD as saliva can be sampled conveniently and non-invasively."
451954700051,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Transient dispersion of an initial point pollutant concentration in wetland flows,"Initial point pollutant transport in wetland flows acts as a typical form in various applications. Accurate determination of the basic characteristics for dispersion fundamentally supports the predication of pollutant transport especially in the transient stage. This work analytically studies the transient dispersion of an initial point pollutant concentration in wetland flows through the phase average technique and the method of concentration moments. The characteristics including the vertical mass distribution, longitudinal displacement, dispersivity, skewness, and kurtosis corresponding to the zeroth- to fourth-order concentration moments are accurately illustrated in their full-time dependance for the first time. Present results show to be distinctive from those of initial uniform concentration in the transient dispersion process. The temporal evolutions of the five characteristics are all dependent of the initial point release position. The results further demonstrate that the timescale 3.0 as measured by the skewness, rather than 0.5 as measured by the dispersivity, should be characterized as the transient period for the dispersion of initial point concentration in comparison with that of initial uniform. Furthermore, the longitudinally distributed mean concentration is as well analyzed through the Hermite polynomials. The results imply that strict criteria for environmental and ecological implications should be established by further accounting for the five characteristics."
436453100032,RETI MEDIEVALI RIVISTA,On the writing of history in Italy (XIII-XV centuries),
445543500237,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,A Retrospective Cross-Sectional Population-Based Study on Prenatal Levels of Adherence to the Mediterranean Diet: Maternal Profile and Effects on the Newborn,"The Mediterranean diet (MD) is a dietary pattern with important benefits. The objectives of this study were to assess the adherence to the MD among pregnant women in Valencia (Spain) and characterize the pregnant women according to their level of adherence. Finally, we aimed to examine the role of MD adherence during pregnancy in the anthropometric development of the newborn. The study included 492 pregnant women who were followed at La Fe Hospital in 2017. The self-administered ""Kidmed"" questionnaire for data collection on dietary information evaluation was used and a clinical history review of mothers and newborns was performed. Two groups of mothers were identified: those with low adherence (LA) and optimal adherence (OA). The study revealed that 40.2% of the women showed LA to the MD. The newborns born to these women presented a higher risk of being small for gestational age (SGA) {adjusted odds ratio (aOR) = 1.68; 95% confidence interval (CI) 1.02-5.46} when adjusting for parental body mass index (BMI) and multiple gestation, but not when adjusting for all significant possible confounders (aOR = 2.32; 95% CI 0.69-7.78). The association between MD and SGA was not significantly affected by the use of iron and folic acid supplements (aOR = 2.65; 95% CI 0.66-10.65). The profile of the pregnant woman with LA is that of a young smoker, with a low level of education and a low daily intake of dairy products. These results suggest that LA to the MD is not associated with a higher risk of giving birth to a SGA newborn."
441401500026,MATERIALS LETTERS,Characterization of the nano-cellulose aerogel from mixing CNF and CNC with different ratio,"In this paper, cellulose nanocrystal (CNC) and cellulose nanofiber (CNF) were prepared by chemical and mechanical methods, and their aerogel were fabricated by freeze-drying technology in combination with solvent replacement. The mixed aerogel of CNC and CNF showed better performance than that from pure CNC or CNF. What's more, the mixture ratio of CNC and CNF has great influences on the properties of the prepared aerogel. When the mixture ratio of CNF and CNC was 3:1, the internal of aerogel presents a uniform three-dimensional network structure with abundant pores. It exhibited a higher specific surface area of up to 143 m(2)/g and the compressive strength was 0.202 MPa under 80% strain. (C) 2018 Elsevier B.V. All rights reserved."
428974000008,TRANSFORMATIONS IN BUSINESS & ECONOMICS,QUO VADIS? MAJOR PLAYERS IN GLOBAL COAL CONSUMPTION AND EMISSIONS REDUCTION,"The expansion of fossil fuel consumption, particularly that of coal, drives global socio-economic development and causes large-scale emissions of carbon dioxide (CO2). The key to the reduction of global CO2 emissions lies in whether major CO2 emitters can meet established reduction goals. This paper reviews the histories of China, the United States, and India in terms of their respective CO2 emission pathways, reflects on the motivations and mechanisms behind these changes, and predicts whether these three major CO2 emitters can control their coal consumption and promote reduction of global CO2 emissions. We conclude that China is decreasing its coal consumption, India is experiencing irreversible, increase of coal consumption, and the use of coal in the U.S. will depend largely on the energy and climate policies of the Trump administration. To achieve the goal of reduction of global CO2 emissions, the international community should not only increase its scrutiny of coal consumption and CO2 emissions in India but also emphasise the role of international cooperation, which is the only solution to tackling the reduction of CO2 emissions and limiting anthropogenic climate change as economic systems continue to globalise."
428520500004,OPHTHALMIC GENETICS,Prevalence of macular abnormalities assessed by optical coherence tomography in patients with Usher syndrome,"Background: To investigate the prevalence of macular abnormalities in patients affected by Usher syndrome (USH), by comparing the clinical findings between two types (i.e., USH1 and USH2). Material and methods: A retrospective study was performed by reviewing optical coherence tomography (OCT) in 134 USH patients to determine the presence of macular abnormalities, including cystoid macular edema (CME), epiretinal membrane (ERM), vitreo-macular traction syndrome (VMT), and macular hole (MH). Results: Macular abnormalities were observed in 126/268 (47.0%) examined eyes. The most frequent abnormality was ERM observed in 51 eyes (19%), followed by CME observed in 42 eyes (15.7%). Moreover, CME was significantly (p < 0.05) associated with younger age (CME: 30.1 +/- 11.1 years; without CME: 36.9 +/- 14.9 years), whereas VMT and full thickness MH were associated with older age (p < 0.05). Moreover, a significantly (p < 0.05) decreased best-corrected visual acuity was associated with MH compared to eyes without MH. Finally, CME was more frequent in USH1 compared to USH2. Conclusion: Our study, for the first time in the literature, showed the distribution of all macular abnormalities assessed by SD-OCT in a large USH cohort, comparing USH1 and USH2 patients. We observed that ocular abnormalities are highly prevalent in USH patients compared to general population, with ERM and CME being the most common alterations. Based on these findings, OCT screening in USH patients is recommended for early detection of macular changes and early treatment."
441993000007,BUILDING RESEARCH AND INFORMATION,What is wrong with energy efficiency?,"At first sight the purpose of energy efficiency is plain: it is to reduce the amount of energy used and the carbon emissions associated with the design and operation of things like buildings, domestic appliances, and heating and cooling technologies, or with the organization of bureaucratic, business or industrial processes. National and international responses to climate change are dominated by policies that promote energy efficiency and by people who take this to be a self-evidently important thing to do. Established criticisms, including those which focus on problems of rebound, draw attention to the unintended consequences of such strategies, but rarely challenge the conceptual foundations of efficiency' as a topic in its own right. This paper uses Bruno Latour's We Have Never Been Modern (1993) notion of purification and Ian Hodder's Entangled: An Archaeology of the Relationships Between Humans and Things (2012) ideas about entanglement to develop a more fundamental critique and to argue that, far from being a solution, efficiency, as currently constituted, undermines that which it is expected to achieve. It is concluded that if carbon emissions are to be reduced on any significant scale, then it is essential to consider the meanings and levels of service and the types of consumption and demand that efficiency policies support and perpetuate."
424295200004,JOURNAL OF PEASANT STUDIES,Community forest concessionaires: resisting green grabs and producing political subjects in Guatemala,"In 2005, Guatemalan community forest concessionaires achieved a remarkable legislative victory that reversed a green land grab in the Maya Biosphere. The fight over this space, the Mirador Basin, provides valuable contributions to analyses of global land grabs, grassroots politics and power relations underpinning environmental governance. First, the fight for the Mirador Basin illustrates how green land grabs create new natures, rather than simply enclosing existing green spaces. Second, it contributes to recent scholarship detailing land-grabbing practices of resistance, acquiescence and incorporation from below' by describing how Maya Biosphere community forest concessionaires were able to reverse a green grab. Lastly, I argue this successful reversal largely rests on the articulation and mobilization of a new rights-bearing subject - the forest concessionaire. Struggles for land in the Maya Biosphere illustrate that practices and relations of green governance do not always create disciplined, neo-liberal, green subjects. Rather, community forestry has provided a political platform turning reserve residents into influential actors participating in the re-territorialization of power in contemporary Guatemala."
432528000005,FASEB JOURNAL,Prostaglandin I-2 suppresses the development of diet-induced nonalcoholic steatohepatitis in mice,"Nonalcoholic steatohepatitis (NASH) is a hepatic manifestation of metabolic syndrome. Although the prostaglandin (PG)I2 receptor IP is expressed broadly in the liver, the role of PGI2-IP signaling in the development of NASH remains to be determined. Here, we investigated the role of the PGI2-IP system in the development of steatohepatitis using mice lacking the PGI2 receptor IP [IP-knockout (IP-KO) mice] and beraprost (BPS), a specific IP agonist. IP-KO and wild-type (WT) mice were fed a methionine-and choline-deficient diet (MCDD) for 2, 5, or 10 wk. BPS was administered orally to mice every day during the experimental periods. The effect of BPS on the expression of chemokine and inflammatory cytokines was examined also in cultured Kupffer cells. WT mice fed MCDD developed steatohepatitis at 10 wk. IP-KO mice developed steatohepatitis at 5 wk with augmented histologic derangements accompanied by increased hepatic monocyte chemoattractant protein-1 (MCP-1) and TNF-a concentrations. After 10 wk of MCDD, IP-KO mice had greater hepatic iron deposition with prominent oxidative stress, resulting in hepatocyte damage. In WT mice, BPS improved histologic and biochemical parameters of steatohe-patitis, accompanied by reduced hepatic concentration of MCP-1 and TNF-alpha. Accordingly, BPS suppressed the LPS-stimulated Mcp-1 and Tnf-a mRNA expression in cultured Kupffer cells prepared from WT mice. PGI2-IP signaling plays a crucial role in the development and progression of steatohepatitis by modulating the inflammatory response, leading to augmented oxidative stress. We suggest that the PGI2-IP system is an attractive therapeutic target for treating patients with NASH."
428951000009,BIOMEDICAL PAPERS-OLOMOUC,Comparison of lymphatic vessel density and expression of VEGF-C and VEGF-D lymphangiogenic factors in Warthin's tumours and oncocytic adenomas,"Objectives. To compare the density of lymphatic vessels and VEGF-C and VEGF-D expression in Warthin's tumours (WTs) and oncocytic adenomas (OCAs). Methods. Twenty three WTs and 13 OCAs of the parotid gland were analyzed. Lymphatic vessels were detected using the D2-40 antibody. For evaluation of the intratumour and peritumour lymphatic vessel density (iLVD and pLVD, respectively) the area of greatest vascularisation (hot spots) was chosen, using a x40 field, and the number of vessels per square millimeter was counted in a x200 field. The staining intensity for VEGF-C and VEGF-D immunoreaction in the tumour cells was graded from 0 to 3. Results. The mean iLVD and pLVD values in WTs was 4.7 (range 1-8) and 6.9 (range 3-10), those in the OCAs 1.0 (range 0-3) and 5.8 (range 2-8), respectively. The differences in the iLVD, but not pLVD between the two tumour groups were statistically significant. In both entities, the pLVD markedly outnumbered the iLVD. The intratumour vessels in the WTs were present exclusively in the lymphoid stroma. In the group of 23 WTs, 13 (56.6%), 17 (73.9%) and 10 (43.4%) samples revealed positive VEGF-C, VEGF-D and both immunoreactions, respectively. 10 of 13 (77%) cases revealed VEGF-D immunoreaction and in none of them was the VEGF-C reaction present. Conclusion. The tumours had a comparable high density of peritumorous lymphatic network. However, WTs markedly differed from OCAs in the number of the intratumorous vessels. These were abundant solely in the stroma of WT, while practically lacking in the neoplastic epithelium of the WT and relatively rare in OCAs. We suggest that homeostasis in both entities is mediated mainly by peritumorous lymphatics. The lymphatic drainage in WTs is also fostered exclusively by stromal lymphatics, whereas in stroma poor OCAs by the vessels present in their neoplastic epithelium. We also believe that WTs stimulate proliferation of pre-existing lymphatic capillaries by means of the paracrine secretion of VEGF-C and VEGF-D in the neoplastic as well as reactive stromal cells, while in the OCAs only the latter factor takes part in their lymphangiogenesis."
427806400007,JOURNAL OF AOAC INTERNATIONAL,Pesticide Residue Analysis in Fruit- and Vegetable-Based Baby Foods Using GC-Orbitrap MS,"This paper presents an efficiency evaluation of GC coupled with quadrupole Orbitrap MS for identification and quantitation in the multiresidue pesticide analysis of baby foods in full-scan mode. The identification criteria were studied following SANTE guidelines (retention time, mass accuracy, and ion ratio), comfortably complying with the values established, even at 0.003 mg/kg. Method validation was carried out on 15 selected GC amenable pesticides covered by Commission Directive No. 2006/125/EC in three different baby food matrixes. Recovery studies were performed at 0.003 and 0.006 mg/kg, with 96% of the cases falling within-the 70-120% range and with RSDs <15% for all the pesticides assayed. Linearity over 3 orders of magnitude was verified, with residuals <16% and correlation coefficient values >0.995. In general, matrix effect values were >100%. The LOQ was 0.003 mg/kg for 97% of the cases. The validated method was applied to 20 real baby food samples from Spain and to the European Union Proficiency Test FV-BF01 sample, in which the z-scores obtained were <1, thus demonstrating that this instrumentation has good quantitation capabilities."
432146300015,NEUROCHEMICAL RESEARCH,Exposure to Far Infrared Ray Protects Methamphetamine-Induced Behavioral Sensitization in Glutathione Peroxidase-1 Knockout Mice via Attenuating Mitochondrial Burdens and Dopamine D1 Receptor Activation,"Evidence indicates that stress conditions might lead to drug dependence. Recently, we have demonstrated that exposure to far infrared ray (FIR) attenuates acute restraint stress via induction of glutathione peroxidase-1 (GPx-1) gene. We investigated whether FIR affects methamphetamine (MA)-induced behavioral sensitization and whether FIR-mediated pharmacological activity requires interaction between dopamine receptor and GPx-1 gene. We observed that MA treatment significantly increased GPx-1 expression in the striatum of wild-type (WT) mice. Interestingly, exposure to FIR potentiated MA-induced increase in GPx-1 expression. This phenomenon was also observed in animals receiving MA with dopamine D1 receptor antagonist SCH23390. However, dopamine D2 receptor antagonist sulpiride did not affect MA-induced GPx-1 expression. FIR exposure or SCH23390, but not sulpiride, significantly attenuated MA-induced behavioral sensitization. Exposure to FIR significantly attenuated MA-induced dopamine D1 receptor expression, c-Fos induction and oxidative burdens. FIR-mediated antioxidant effects were also more pronounced in mitochondrial- than cytosolic-fraction. In addition, FIR significantly attenuated against MA-induced changes in mitochondrial superoxide dismutase and mitochondrial GPx activities, mitochondrial transmembrane potential, intramitochondrial Ca2+ level, mitochondrial complex-I activity, and mitochondrial oxidative burdens. The attenuation by FIR was paralleled that by SCH23390. Effects of FIR or SCH23390 were more sensitive to GPx-1 KO than WT mice, while SCH23390 treatment did not exhibit any additive effects on the protective activity mediated by FIR, indicating that dopamine D1 receptor constitutes a molecular target of FIR. Our result suggests that exposure to FIR ameliorates MA-induced behavioral sensitization via possible interaction between dopamine D1 receptor and GPx-1 gene."
451342500008,INTERNATIONAL UROGYNECOLOGY JOURNAL,The urinary microbiome in patients with refractory urge incontinence and recurrent urinary tract infection,"Urinary urge incontinence is a chronic, debilitating condition that is difficult to treat. Patients refractory to standard antimuscarinic therapy often experience recurrent urinary tract infections (rUTIs). The microbiota of these refractory patients with rUTI remains unexplored. A midstream urine (MSU) sample was collected from patients with refractory urge incontinence and coexistent rUTI during acute symptomatic episodes. Culture-based diagnosis was performed using routine microbiological methods. Culture-independent profiling was performed using bacterial 16S RNA profiling. E. coli strain typing was performed by amplicon pyrosequencing of the fimH gene. Over 2 years, 39 patients with refractory urge incontinence and coexistent rUTI were studied, yielding 9 severely affected cases. These 9 patients were carefully monitored for a further 2 years, resulting in the collection of 102 MSU samples, 70 of which were diagnosed as UTI (median of 8 UTIs/woman). Culture-independent analysis of 38 of these samples revealed the existence of a diverse urinary microbiota. Strain typing of E. coli identified instances of rUTI caused by the same persisting strain and by new infecting strains. Patients with refractory urge incontinence and coexistent rUTI possess a diverse urinary microbiota, suggesting that persistent bladder colonisation might augment the pathology of their chronic condition."
431949300018,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,"Patterns of Opioid Prescribing and Predictors of Chronic Opioid Use in an Industrial Cohort, 2003 to 2013","Objective: To appreciate the impact of the opioid epidemic in workers, we described opioid prescription patterns in a US industrial cohort over a 10-year period and assessed predictors of chronic prescription. Methods: A multiyear (2003 to 2013) cross-sectional analysis of employer-sponsored health care claims for enrolled workers (N: 21,357 to 44,769) was erformed. Results: The proportion of workers prescribed opioids nearly doubled in the 10-year period. The strongest predictor of chronic opioid prescribing was year, with an increase in prescriptions each year from 2003 to 2013 (odds ratio = 2.90, 95% confidence interval: 2.41 to 3.48). Additional predictors included older age, white race, hourly wage, low back pain, and osteoarthritis. Conclusions: Opioid prescribing for industrial workers substantially increased from 2003 to 2013. Occupational health professionals should be aware of the potential for chronic opioid use among workers to assess job safety and appropriate treatment of work-related injuries."
413405700032,JOURNAL OF AFFECTIVE DISORDERS,"Exploration of comorbid obsessive-compulsive disorder in patients with bipolar disorder: The clinic-based prevalence rate, symptoms nature and clinical correlates","Background: Comorbidity of bipolar disorder (BD) and obsessive-compulsive disorder (OCD) has received clinical attention. However, the detailed nature and nolosogic validity of the comorbidity have not been fully explored. This study investigated the comorbidity rate, clinical nature, and correlates of OCD in patients with BD. Methods: Patients (n = 314) with BD were recruited and lifetime clinical characteristics were evaluated comprehensively. The comorbid OCD ('OCD-BD') group and the 'non-OC BD' group were compared in terms of the clinical variables of BD. Results: OCD was found in 15.9% of patients. Earlier age at onset, more frequent pharmacological (hypo) manic switch and a higher rate of comorbid panic disorder were associated with comorbid OCD. In two-thirds (65.4%) of the OCD-BD subjects, obsessive-compulsive symptoms worsened or were confined to depressive episodes. Contamination obsession and checking compulsion were the most common types of obsessive-compulsive symptoms. Drug-induced (hypo) manic switch was observed in more than 60% of the OCD-BD subjects who were previously exposed to antidepressants. None of the OCD-BD subjects were taking antidepressants for OCD in the current specialty clinics. Limitations: Subject recruitment from specialty clinics, retrospective and cross-sectional evaluation, and difficulties in clarifying the causal relationships. Conclusions: The comorbidity rate of OCD in Korean BD patients was comparable to that of Caucasian patients. Even though OCD seems to be more often linked to depressive episodes, a heterogeneous nosologic relationship including a possibility of drug-mediated induction is suggested."
441430100053,CANCER MEDICINE,Value of incorporating newly identified risk factors into risk prediction for chemotherapy-induced febrile neutropenia,"Several comorbidities have recently been shown to affect risk of chemotherapyinduced febrile neutropenia (FN). Here, we evaluated the added predictive value of these comorbidities beyond established FN risk factors. A retrospective cohort study was conducted among adult patients diagnosed with cancer and treated with chemotherapy at Kaiser Permanente Southern California between 2000 and 2009. The study cohort was equally split into training and validation datasets to develop and evaluate the performance of FN risk prediction models in the first chemotherapy cycle. A reference model was developed based on the model proposed by Lyman et al (Cancer 2011;117:1917). A new model was developed by incorporating the newly identified comorbidities such as rheumatoid conditions and thyroid disorders into the reference model. Area under the receiver operating characteristic curve (AUROCC), risk reclassification, and integrated discrimination improvement (IDI) were used to evaluate the potential improvement of FN risk prediction by incorporating comorbidities. A total of 15 279 patients were included; 4.2% experienced FN in the first chemotherapy cycle. Including comorbidities in FN risk prediction did not improve AUROCC (reference model 0.71 vs new model 0.72). A significant improvement, in individual-level FN risk prediction was indicated by IDI (P = .02). However, significant improvement in risk reclassification was not observed overall (although 6% of all patients were more accurately classified for their FN risk level, 5% were less accurately classified) or when examining predicted FN risk among patients who did and did not develop FN. Incorporating several new comorbidities into FN prediction led to improved FN risk prediction in the first chemotherapy cycle, although the observed improvements were small and might not be clinically relevant."
